仓库编码,仓库名称,仓库类型,仓库层级,仓库服务商,状态,国家,省市区,详细地址,邮编,负责人,联系电话,备注,是否实体仓,是否需清关,申报地海关,对应口岸,区间企业,账册编码,创建人,创建时间,更新人,更新时间,仓储货代,外部编码,是否自动生成核注清单,是否需核放申报
ZZ569,Adopt平潭有好货中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,千凡,2022-10-20 20:25:05,千凡,2022-10-20 20:25:05,菜鸟,E695,,是
ZZ577,MAJDA青岛双递中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-10-20 20:32:30,千凡,2022-10-20 20:32:30,菜鸟,E737,,是
ZZ576,LABEAU青岛双递中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-10-20 20:31:57,千凡,2022-10-20 20:31:57,菜鸟,E749,,是
ZZ573,EllisBroo平潭有好货中心,保税仓,区域仓,其他,启用,,,,,,,,否,否,平潭海关,,,,,2022-10-20 20:28:06,,2022-10-20 20:28:06,菜鸟,E723,,是
ZZ566,MONTALE青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-10-10 12:55:23,千凡,2022-10-10 12:55:23,菜鸟,E682,,是
ZZ565,MONTALE青岛双递中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-10-10 12:54:57,千凡,2022-10-10 12:54:57,菜鸟,E681,,是
ZZ564,MYS京东POP仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-10-09 09:56:16,千凡,2022-10-09 09:56:16,平台仓,E665,,是
ZZ563,ikoo京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-10-08 21:44:34,千凡,2022-10-08 21:44:34,平台仓,E444,,是
ZZ559,ZELENS武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-10-08 17:45:18,千凡,2022-10-08 19:11:53,菜鸟,E661,,是
ZZ161,Neoretin郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 18:22:46,自贸达,E544,,是
ZZ015,ARKO郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 18:22:33,自贸达,E268,,是
ZZ117,LIOVERITE郑州自贸达中心,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E593,,是
ZZ558,DS郑州心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,新郑海关,,,,千凡,2022-10-08 16:06:33,千凡,2022-10-08 17:57:23,菜鸟,E435,,是
ZZ561,PERLIER京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-10-08 17:50:03,千凡,2022-10-08 17:50:03,平台仓,D00665,,是
ZZ560,Margaret Dabbs京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-10-08 17:48:58,千凡,2022-10-08 17:48:58,平台仓,D00662,,是
ZZ136,Masque郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 13:31:47,菜鸟,E434,,是
ZZ029,Casamorati郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 13:28:41,菜鸟,E390,,是
ZZ210,TDC自贸达菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 12:37:15,菜鸟,E471,,是
ZZ217,Xerjoff郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 12:36:59,菜鸟,E372,,是
ZZ010,AMOUAGE郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 12:36:39,菜鸟,E334,,是
ZZ007,Adopt郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,,2022-06-28 22:05:30,千凡,2022-10-08 12:36:19,菜鸟,E463,,是
ZZ553,DETAILLE青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-09-27 15:05:38,千凡,2022-09-27 15:05:38,菜鸟,E734,,是
ZZ552,DETAILLE青岛双递中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-09-27 15:05:12,千凡,2022-09-27 15:05:12,菜鸟,E733,,是
AA22090008,DREAMTOWN INTERNATIONAL LIMITED,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2022-09-27 14:35:54,,2022-09-27 14:35:54,平台仓,D01028,,是
ZZ551,MD郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,千凡,2022-09-26 09:29:16,千凡,2022-09-26 09:29:16,自贸达,E425,,是
ZZ550,郑州保税2号仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-26 09:28:40,千凡,2022-09-26 09:28:40,菜鸟,C793,,是
ZZ549,Rogaine京东健康国际,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-23 13:59:04,千凡,2022-09-23 13:59:04,平台仓,D00541,,是
ZZ548,NATASHA小红书福利社仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,甬保税区,,,,千凡,2022-09-22 15:10:16,千凡,2022-09-22 15:10:16,平台仓,E397,,是
ZZ547,NATASHA小红书POP仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,甬保税区,,,,千凡,2022-09-22 15:09:43,千凡,2022-09-22 15:09:43,平台仓,E359,,是
AA22090006,京东强生多品牌仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2022-09-19 10:52:27,,2022-09-19 10:52:27,平台仓,D00457,,是
ZZ545,HAIMI多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-15 16:16:57,千凡,2022-09-15 16:16:57,自贸达,D01012,,是
ZZ544,ZELENS杭州心怡中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,杭州综保,,,,千凡,2022-09-15 15:42:26,千凡,2022-09-15 15:42:26,菜鸟,E662,,是
ZZ543,LBG青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-09-15 15:38:48,千凡,2022-09-15 15:38:48,菜鸟,E730,,是
ZZ542,LBG青岛双递中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,青岛西海岸新区保税物流中心,,,,千凡,2022-09-15 15:37:50,千凡,2022-09-15 15:37:50,菜鸟,E729,,是
ZZ541,TM小红书宁波保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-15 14:18:17,千凡,2022-09-15 14:18:17,平台仓,E669,,是
ZZ539,PIERAUGE金义小红书平台仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-15 11:03:56,千凡,2022-09-15 11:03:56,平台仓,E473,,是
AA22090005,行云物流商贸（香港）有限公司,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2022-09-14 17:26:36,,2022-09-14 17:26:36,平台仓,D01021,,否
AA22090003,REVITALA郑州自贸达中间仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,经开综保,,,,,2022-09-11 09:49:11,,2022-09-11 09:49:11,自贸达,E441,,是
ZZ537,OggiOt武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-09-09 11:06:19,千凡,2022-09-09 11:06:19,菜鸟,E649,,是
ZZ536,OggiOt武汉心怡菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-09-09 11:05:37,千凡,2022-09-09 11:05:37,菜鸟,E648,,是
ZZ535,Hapa合肥心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-09 10:15:06,千凡,2022-09-09 10:15:06,菜鸟,E659,,是
ZZ534,LaboB武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-07 17:43:48,千凡,2022-09-07 17:43:48,菜鸟,E641,,是
ZZ533,LaboB武汉心怡菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-07 17:43:19,千凡,2022-09-07 17:43:19,菜鸟,E645,,是
AA22090002,城野医生长沙快手仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,黄花综保,,,,,2022-09-06 17:03:01,,2022-09-06 17:03:01,菜鸟,E528,,是
AA22090001,EVIDENS武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,武汉经开综保,,,,,2022-09-06 11:17:42,,2022-09-06 11:17:42,菜鸟,E671,,是
ZZ531,ARKO唯品会保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,欣悦,2022-09-02 13:04:31,欣悦,2022-09-02 13:04:31,平台仓,C774,,是
ZZ530,LBG郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,欣悦,2022-09-02 11:26:59,欣悦,2022-09-02 11:26:59,自贸达,E606,,是
ZZ529,LBG郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,欣悦,2022-09-02 11:26:20,欣悦,2022-09-02 11:26:20,菜鸟,E607,,是
ZZ515,洋葱郑州多品牌跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-01 11:46:29,千凡,2022-09-01 11:46:29,平台仓,E603,,是
ZZ512,章小蕙多品牌跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-09-01 10:48:17,千凡,2022-09-01 10:48:17,平台仓,D00585,,是
ZZ506,True B武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-08-29 17:56:02,千凡,2022-08-29 17:56:02,菜鸟,E643,,是
ZZ505,True B武汉心怡菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-08-29 17:55:29,千凡,2022-08-29 17:55:29,菜鸟,E642,,是
ZZ504,Anubis武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-08-29 15:52:53,千凡,2022-08-29 15:52:53,菜鸟,E647,,是
ZZ503,Anubis武汉心怡菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,武汉经开综保,,,,千凡,2022-08-29 15:51:15,千凡,2022-08-29 15:51:15,菜鸟,E646,,是
ZZ405,Hapa郑州自贸达中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,千凡,2022-08-26 17:01:22,千凡,2022-08-26 17:01:22,菜鸟,E618,,是
ZZ403,ISANA唯品会仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-08-22 18:48:27,千凡,2022-08-22 18:48:27,平台仓,C824,,是
ZZ395,城野医生京东跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-08-22 13:30:47,千凡,2022-08-22 13:30:47,平台仓,D00444,,是
ZZ393,ISANA小红书金义保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-08-22 10:09:40,千凡,2022-08-22 10:09:40,平台仓,E449,,是
ZZ392,BONDI SANDS京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,新郑海关,,,,千凡,2022-08-22 09:59:38,千凡,2022-08-22 09:59:38,平台仓,D00622,,是
ZZ391,ARKO京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,新郑海关,,,,千凡,2022-08-22 09:52:06,千凡,2022-08-22 09:52:06,平台仓,E445,,是
AA22080003,二次加工成品仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2022-08-18 17:24:20,,2022-08-18 17:24:20,平台仓,C801,,是
AA22080002,露得清直营仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2022-08-16 16:24:21,,2022-08-16 16:24:21,平台仓,D00713,,是
ZZ388,伊菲丹SKP跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,京关天竺,,,,千凡,2022-08-10 10:37:46,千凡,2022-08-10 10:37:46,平台仓,D00630,,是
ZZ382,Legology郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,文敏,2022-08-03 14:49:51,千凡,2022-08-03 15:02:05,菜鸟,E601,,是
ZZ379,涵物跨境多品品牌仓-香港水羊,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 12:43:30,千凡,2022-08-03 12:43:30,平台仓,D00578,,否
ZZ378,香港達倫貝瑞爾多品牌跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 12:42:55,千凡,2022-08-03 12:42:55,平台仓,D00700,,否
ZZ375,Bondi Sands菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-08-03 11:35:08,千凡,2022-08-03 11:35:08,菜鸟,E349,,是
ZZ372,兴圣国际-多品牌,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 11:23:46,千凡,2022-08-03 11:23:46,平台仓,D00601,,是
ZZ371,H&S-多品牌,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 11:21:44,千凡,2022-08-03 11:21:44,平台仓,D00657,,是
ZZ369,Revitalash京东保税采销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2022-08-03 10:00:46,千凡,2022-08-03 10:00:46,平台仓,D00693,,是
ZZ367,Xerjoff郑州自贸达微信仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-08-03 09:46:28,千凡,2022-08-03 09:46:28,自贸达,E616,,是
ZZ366,露得清唯品国际仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 09:38:16,千凡,2022-08-03 09:38:16,平台仓,C684,,是
ZZ365,LIERAC京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 19:00:24,千凡,2022-08-02 19:00:24,平台仓,D00478,,是
ZZ364,水羊国际京东综合保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 18:51:27,千凡,2022-08-02 18:51:27,平台仓,E319,,是
ZZ362,美斯蒂克京东仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 18:48:55,千凡,2022-08-02 18:48:55,平台仓,D00596,,是
ZZ355,人淡如菊香水多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 17:31:32,千凡,2022-08-02 18:25:12,平台仓,D00566,,是
ZZ358,长沙退货仓库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 18:19:42,千凡,2022-08-02 18:19:42,拙燕跨境供应链,C101,,是
ZZ356,香水KA多品牌-MEMO,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 17:32:26,千凡,2022-08-02 17:32:26,平台仓,C782,,是
ZZ353,Zelens唯品会保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2022-08-02 17:30:08,千凡,2022-08-02 17:30:08,平台仓,C655,,是
ZZ351,KIKO得物跨境代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 17:28:35,千凡,2022-08-02 17:28:35,平台仓,C763,,是
ZZ350,Dreamtown分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 17:28:02,千凡,2022-08-02 17:28:02,平台仓,D00655,,是
ZZ349,翠西Ayuna跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 17:26:44,千凡,2022-08-02 17:26:44,平台仓,D00692,,是
ZZ347,Rogaine京东国际个护自营免税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 16:29:12,千凡,2022-08-02 16:29:12,平台仓,D00567,,是
ZZ345,HB京东保税自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-02 16:11:46,千凡,2022-08-02 16:11:46,平台仓,D00477,,是
ZZ344,Pier Auge菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-08-02 15:05:02,千凡,2022-08-02 15:05:02,菜鸟,E351,,是
ZZ342,Apriori郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-07-29 17:44:10,千凡,2022-07-29 17:45:48,自贸达,E597,,是
ZZ343,Apriori郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-07-29 17:45:14,千凡,2022-07-29 17:45:30,菜鸟,E598,,是
ZZ339,HB分销-家有代叔（空港保税仓）,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:25:10,千凡,2022-07-06 11:25:10,平台仓,C741,,是
ZZ337,城野医生银泰跨境分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:23:56,千凡,2022-07-06 11:23:56,平台仓,D00309,,是
ZZ336,IRALTONE京东个护仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2022-07-06 11:23:06,千凡,2022-07-06 11:23:06,平台仓,D00658,,是
ZZ335,DS laboratories京东保税自营采销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2022-07-06 11:22:26,千凡,2022-07-06 11:22:26,平台仓,D00656,,是
ZZ333,摩后多品牌跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:18:22,千凡,2022-07-06 11:18:22,平台仓,D00597,,是
ZZ332,香氛派香水多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:17:57,千凡,2022-07-06 11:17:57,平台仓,D00562,,是
ZZ331,星多跨境多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:17:19,千凡,2022-07-06 11:17:19,平台仓,D00650,,是
ZZ330,关凡琦香水多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:16:42,千凡,2022-07-06 11:16:42,平台仓,D00557,,是
ZZ329,EviDenS涵物跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,温州综保,,,,千凡,2022-07-06 11:15:00,千凡,2022-07-06 11:15:00,平台仓,D00463,,是
ZZ328,露得清京东跨境自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:12:45,千凡,2022-07-06 11:12:45,平台仓,D00429,,是
ZZ327,自建分销绿蜜蜂分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:11:12,千凡,2022-07-06 11:11:12,平台仓,D00607,,是
ZZ326,自建分销集美分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-06 11:10:37,千凡,2022-07-06 11:10:37,平台仓,D00608,,是
ZZ325,露得清宁波中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-05 22:01:35,千凡,2022-07-05 22:01:35,宁波富立,E264,,是
ZZ324,NATASHA DENONA京东自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2022-07-05 22:00:53,千凡,2022-07-05 22:00:53,平台仓,D00675,,是
ZZ323,CELLEX-C小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,千凡,2022-07-05 19:49:56,千凡,2022-07-05 19:49:56,平台仓,C761,,是
ZZ309,香港优悠多品牌跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:49:59,千凡,2022-07-04 19:02:45,平台仓,D00602,,否
ZZ318,露得清H&S分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 18:02:44,千凡,2022-07-04 18:02:44,平台仓,D00538,,是
ZZ317,露得清考拉保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 18:02:07,千凡,2022-07-04 18:02:07,平台仓,D00427,,是
ZZ314,露得清天猫国际直营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:59:42,千凡,2022-07-04 17:59:42,平台仓,C700,,是
ZZ313,財崎匯(香港)商貿有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:59:18,千凡,2022-07-04 17:59:18,平台仓,D00667,,否
ZZ312,露得清安美吉分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:58:54,千凡,2022-07-04 17:58:54,平台仓,D00632,,是
ZZ311,多美国际多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:50:47,千凡,2022-07-04 17:50:47,平台仓,D00647,,是
ZZ308,HTITCL多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:49:24,千凡,2022-07-04 17:49:24,平台仓,D00673,,是
ZZ307,城野医生Vipshop渠道仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:48:49,千凡,2022-07-04 17:48:49,平台仓,C679,,是
ZZ305,雪年多品牌采销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:46:23,千凡,2022-07-04 17:46:23,平台仓,D00560,,是
ZZ304,LUMENE-花神（香港）国际商贸有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:45:49,千凡,2022-07-04 17:45:49,平台仓,D00659,,否
ZZ302,城野医生天猫国际西选保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:29:17,千凡,2022-07-04 17:29:17,菜鸟,E128,,是
ZZ301,Parissa-穀禾（香港）有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:27:09,千凡,2022-07-04 17:27:09,平台仓,D00669,,否
ZZ300,强生海淘天猫国际直营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 17:18:39,千凡,2022-07-04 17:18:39,平台仓,D00458,,是
ZZ290,KIKO唯品会代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 16:35:28,千凡,2022-07-04 16:35:28,平台仓,C662,,是
ZZ001,3INA郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,止戈,2022-06-29 08:52:02,菜鸟,E505,,是
ZZ257,露得清郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E326,,是
ZZ002,3INA自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E399,,是
ZZ258,露得清郑州中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E322,,是
ZZ003,3INA自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E398,,是
ZZ259,强生海外旗舰店宁波菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E467,,是
ZZ004,ACTIVEX郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E282,,是
ZZ005,ACTIVEX郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E275,,是
ZZ006,Adopt郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E501,,是
ZZ263,强生上海菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,C132,,是
ZZ008,Adopt郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E462,,是
ZZ264,强生上海菜鸟虚拟退货仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E260,,是
ZZ009,Amouage郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E508,,是
ZZ265,强生上海基森中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,上海基森,E278,,是
ZZ011,AMOUAGE郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E333,,是
ZZ267,强生郑州心怡保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E279,,是
ZZ012,Anubis郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E585,,是
ZZ013,Anubis郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E584,,是
ZZ269,水羊个护综合店郑州仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E253,,是
